0   58.0
1	62.6
2	70.0
3	55.7
4	85.0
5	83.5
6	94.8
7	150.85621
8	75.9
9	75.5
10  158.6
11	85.2
12	73.3
13	75.9
14	89.2
15	88.3
16	90.0
17	100.0
18	85.4
19	103.0
20	91.2
21	65.7
22	63.3
23	75.4
24	70.0
25	43.5
26	45.3
27	56.4
28	60.7
29	50.7
30	66.3
31	59.8
32	23.5
33	23.2
34	28.5
35	44.0
36	35.0
37	50.0
38	71.0
39	59.3
40	59.7
41	39.6
42	78.4
43	29.3
44	27.1
45	46.6
46	37.6
47	40.0
48	44.0
49	32.0
50	45.7
51	38.0
52	36.0
53	31.7
54	22.0
55	39.0
56	28.0
57	25.0
58	20.0
59	6.7
60	0.0
61	3.0
62	1.7
63	13.7
64	20.7
65	26.7
66	18.8
67	12.3
68	8.2
69	24.1
70	13.2
71	4.2
72	10.2
73	11.2
74	6.8
75	6.5
76	0.0
77	0.0
78	8.6
79	3.2
80	17.8
81	23.7
82	6.8
83	20.0
84	12.5
85	7.1
86	5.4
87	9.4
88	12.5
89	12.9
90	3.6
91	6.4
92	11.8
93	14.3
94	17.0
95	9.4
96	14.1
97	21.2
98	26.2
99	30.0
100	38.1
101	12.8
102	25.0
103	51.3
104	39.7
105	32.5
106	64.7
107	33.5
108	37.6
109	52.0
110	49.0
111	72.3
112	46.4
113	45.0
114	44.0
115	38.7
116	62.5
117	37.7
118	43.0
119	43.0
120	48.3
121	44.0
122	46.8
123	47.0
124	49.0
125	50.0
126	51.0
127	71.3
128	77.2
129	59.7
130	46.3
131	57.0
132	67.3
133	59.5
134	74.7
135	58.3
136	72.0
137	48.3
138	66.0
139	75.6
140	61.3
141	50.6
142	59.7
143	61.0
144	70.0
145	91.0
146	80.7
147	71.7
148	107.2
149	99.3
150	94.1
151	91.1
152	100.7
153	88.7
154	89.7
155	46.0
156	43.8
157	72.8
158	45.7
159	60.2
160	39.9
161	77.1
162	33.8
163	67.7
164	68.5
165	69.3
166	77.8
167	77.2
168	56.5
169	31.9
170	34.2
171	32.9
172	32.7
173	35.8
174	54.2
175	26.5
176	68.1
177	46.3
178	60.9
179	61.4
180	59.7
181	59.7
182	40.2
183	34.4
184	44.3
185	30.0
186	30.0
187	30.0
188	28.2
189	28.0
190	26.0
191	25.7
192	24.0
193	26.0
194	25.0
195	22.0
196	20.2
197	20.0
198	27.0
199	29.7
200	16.0
201	14.0
202	14.0
203	13.0
204	12.0
205	11.0
206	36.6
207	6.0
208	26.8
209	3.0
210	3.3
211	4.0
212	4.3
213	5.0
214	5.7
215	19.2
216	27.4
217	30.0
218	43.0
219	32.9
220	29.8
221	33.3
222	21.9
223	40.8
224	42.7
225	44.1
226	54.7
227	53.3
228	53.5
229	66.1
230	46.3
231	42.7
232	77.7
233	77.4
234	52.6
235	66.8
236	74.8
237	77.8
238	90.6
239	111.8
240	73.9
241	64.2
242	64.3
243	96.7
244	73.6
245	94.4
246	118.6
247	120.3
248	148.8
249	158.2
250	148.1
251	112.0
252	104.0
253	142.5
254	80.1
255	51.0
256	70.1
257	83.3
258	109.8
259	126.3
260	104.4
261	103.6
262	132.2
263	102.3
264	36.0
265	46.2
266	46.7
267	64.9
268	152.7
269	119.5
270	67.7
271	58.5
272	101.4
273	90.0
274	99.7
275	95.7
276	100.9
277	90.8
278	31.1
279	92.2
280	38.0
281	57.0
282	23.1
283	56.2
284	50.5
285	78.6
286	61.3
287	64.0
288	54.6
289	29.0
290	51.2
291	32.9
292	41.1
293	28.4
294	27.7
295	12.7
296	29.3
297	26.3
298	40.9
299	43.2
300	46.8
301	65.4
302	55.7
303	43.8
304	51.3
305	28.5
306	17.5
307	6.6
308	7.9
309	14.0
310	17.7
311	12.2
312	4.4
313	0.0
314	11.6
315	11.2
316	3.9
317	12.3
318	1.0
319	7.9
320	3.2
321	5.6
322	15.1
323	7.9
324	21.7
325	11.6
326	6.3
327	21.8
328	11.2
329	19.0
330	1.0
331	24.2
332	16.0
333	30.0
334	35.0
335	40.0
336	45.0
337	36.5
338	39.0
339	95.5
340	80.3
341	80.7
342	95.0
343	112.0
344	116.2
345	106.5
346	146.0
347	157.3
348	177.3
349	109.3
350	134.0
351	145.0
352	238.9
353	171.6
354	153.0
355	140.0
356	171.7
357	156.3
358	150.3
359	105.0
360	114.7
361	165.7
362	118.0
363	145.0
364	140.0
365	113.7
366	143.0
367	112.0
368	111.0
369	124.0
370	114.0
371	110.0
372	70.0
373	98.0
374	98.0
375	95.0
376	107.2
377	88.0
378	86.0
379	86.0
380	93.7
381	77.0
382	60.0
383	58.7
384	98.7
385	74.7
386	53.0
387	68.3
388	104.7
389	97.7
390	73.5
391	66.0
392	51.0
393	27.3
394	67.0
395	35.2
396	54.0
397	37.5
398	37.0
399	41.0
400	54.3
401	38.0
402	37.0
403	44.0
404	34.0
405	23.2
406	31.5
407	30.0
408	28.0
409	38.7
410	26.7
411	28.3
412	23.0
413	25.2
414	32.2
415	20.0
416	18.0
417	8.0
418	15.0
419	10.5
420	13.0
421	8.0
422	11.0
423	10.0
424	6.0
425	9.0
426	6.0
427	10.0
428	10.0
429	8.0
430	17.0
431	14.0
432	6.5
433	8.0
434	9.0
435	15.7
436	20.7
437	26.3
438	36.3
439	20.0
440	32.0
441	47.2
442	40.2
443	27.3
444	37.2
445	47.6
446	47.7
447	85.4
448	92.3
449	59.0
450	83.0
451	89.7
452	111.5
453	112.3
454	116.0
455	112.7
456	134.7
457	106.0
458	87.4
459	127.2
460	134.8
461	99.2
462	128.0
463	137.2
464	157.3
465	157.0
466	141.5
467	174.0
468	138.0
469	129.2
470	143.3
471	108.5
472	113.0
473	154.2
474	141.5
475	136.0
476	141.0
477	142.0
478	94.7
479	129.5
480	114.0
481	125.3
482	120.0
483	123.3
484	123.5
485	120.0
486	117.0
487	103.0
488	112.0
489	89.7
490	134.0
491	135.5
492	103.0
493	127.5
494	96.3
495	94.0
496	93.0
497	91.0
498	69.3
499	87.0
500	77.3
501	84.3
502	82.0
503	74.0
504	72.7
505	62.0
506	74.0
507	77.2
508	73.7
509	64.2
510	71.0
511	43.0
512	66.5
513	61.7
514	67.0
515	66.0
516	58.0
517	64.0
518	63.0
519	75.7
520	62.0
521	61.0
522	45.8
523	60.0
524	59.0
525	59.0
526	57.0
527	56.0
528	56.0
529	55.0
530	55.5
531	53.0
532	52.3
533	51.0
534	50.0
535	29.3
536	24.0
537	47.0
538	44.0
539	45.7
540	45.0
541	44.0
542	38.0
543	28.4
544	55.7
545	41.5
546	41.0
547	40.0
548	11.1
549	28.5
550	67.4
551	51.4
552	21.4
553	39.9
554	12.6
555	18.6
556	31.0
557	17.1
558	12.9
559	25.7
560	13.5
561	19.5
562	25.0
563	18.0
564	22.0
565	23.8
566	15.7
567	31.7
568	21.0
569	6.7
570	26.9
571	1.5
572	18.4
573	11.0
574	8.4
575	5.1
576	14.4
577	4.2
578	4.0
579	4.0
580	7.3
581	11.1
582	4.3
583	6.0
584	5.7
585	6.9
586	5.8
587	3.0
588	2.0
589	4.0
590	12.4
591	1.1
592	0.0
593	0.0
594	0.0
595	3.0
596	2.4
597	1.5
598	12.5
599	9.9
600	1.6
601	12.6
602	21.7
603	8.4
604	8.2
605	10.6
606	2.1
607	0.0
608	0.0
609	4.6
610	2.7
611	8.6
612	6.9
613	9.3
614	13.9
615	0.0
616	5.0
617	23.7
618	21.0
619	19.5
620	11.5
621	12.3
622	10.5
623	40.1
624	27.0
625	29.0
626	30.0
627	31.0
628	32.0
629	31.2
630	35.0
631	38.7
632	33.5
633	32.6
634	39.8
635	48.2
636	47.8
637	47.0
638	40.8
639	42.0
640	44.0
641	46.0
642	48.0
643	50.0
644	51.8
645	38.5
646	34.5
647	50.0
648	50.0
649	50.8
650	29.5
651	25.0
652	44.3
653	36.0
654	48.3
655	34.1
656	45.3
657	54.3
658	51.0
659	48.0
660	45.3
661	48.3
662	48.0
663	50.6
664	33.4
665	34.8
666	29.8
667	43.1
668	53.0
669	62.3
670	61.0
671	60.0
672	61.0
673	44.1
674	51.4
675	37.5
676	39.0
677	40.5
678	37.6
679	42.7
680	44.4
681	29.4
682	41.0
683	38.3
684	39.0
685	29.6
686	32.7
687	27.7
688	26.4
689	25.6
690	30.0
691	26.3
692	24.0
693	27.0
694	25.0
695	24.0
696	12.0
697	12.2
698	9.6
699	23.8
700	10.0
701	12.0
702	12.7
703	12.0
704	5.7
705	8.0
706	2.6
707	0.0
708	0.0
709	4.5
710	0.0
711	12.3
712	13.5
713	13.5
714	6.7
715	8.0
716	11.7
717	4.7
718	10.5
719	12.3
720	7.2
721	9.2
722	0.9
723	2.5
724	2.0
725	7.7
726	0.3
727	0.2
728	0.4
729	0.0
730	0.0
731	0.0
732	0.0
733	0.0
734	0.0
735	0.0
736	0.0
737	0.0
738	0.0
739	0.0
740	0.0
741	0.0
742	0.0
743	0.0
744	0.0
745	0.0
746	0.0
747	0.0
748	0.0
749	0.0
750	6.6
751	0.0
752	2.4
753	6.1
754	0.8
755	1.1
756	11.3
757	1.9
758	0.7
759	0.0
760	1.0
761	1.3
762	0.5
763	15.6
764	5.2
765	3.9
766	7.9
767	10.1
768	0.0
769	10.3
770	1.9
771	16.6
772	5.5
773	11.2
774	18.3
775	8.4
776	15.3
777	27.8
778	16.7
779	14.3
780	22.2
781	12.0
782	5.7
783	23.8
784	5.8
785	14.9
786	18.5
787	2.3
788	8.1
789	19.3
790	14.5
791	20.1
792	19.2
793	32.2
794	26.2
795	31.6
796	9.8
797	55.9
798	35.5
799	47.2
800	31.5
801	33.5
802	37.2
803	65.0
804	26.3
805	68.8
806	73.7
807	58.8
808	44.3
809	43.6
810	38.8
811	23.2
812	47.8
813	56.4
814	38.1
815	29.9
816	36.4
817	57.9
818	96.2
819	26.4
820	21.2
821	40.0
822	50.0
823	45.0
824	36.7
825	25.6
826	28.9
827	28.4
828	34.9
829	22.4
830	25.4
831	34.5
832	53.1
833	36.4
834	28.0
835	31.5
836	26.1
837	31.6
838	10.9
839	25.8
840	32.8
841	20.7
842	3.7
843	20.2
844	19.6
845	35.0
846	31.4
847	26.1
848	14.9
849	27.5
850	25.1
851	30.6
852	19.2
853	26.6
854	4.5
855	19.4
856	29.4
857	10.8
858	20.6
859	25.9
860	5.2
861	8.9
862	7.9
863	9.1
864	21.5
865	4.2
866	5.7
867	9.2
868	1.7
869	1.8
870	2.5
871	4.8
872	4.4
873	18.9
874	4.4
875	0.3
876	0.0
877	0.9
878	16.1
879	13.0
880	1.5
881	5.6
882	8.0
883	2.1
884	0.0
885	0.4
886	0.0
887	0.0
888	0.0
889	0.0
890	0.6
891	0.0
892	0.0
893	0.0
894	0.5
895	0.0
896	0.0
897	0.0
898	0.0
899	20.4
900	21.7
901	10.8
902	0.0
903	19.4
904	2.8
905	0.0
906	0.0
907	1.4
908	20.5
909	25.2
910	0.0
911	0.9
912	5.0
913	15.5
914	22.4
915	3.8
916	15.5
917	15.4
918	30.9
919	25.7
920	15.7
921	15.6
922	11.7
923	22.0
924	17.7
925	18.2
926	36.7
927	24.0
928	32.4
929	37.1
930	52.5
931	39.6
932	18.9
933	50.6
934	39.5
935	68.1
936	34.6
937	47.4
938	57.8
939	46.0
940	56.3
941	56.7
942	42.3
943	53.7
944	49.6
945	56.1
946	48.3
947	46.1
948	52.8
949	64.4
950	65.0
951	61.1
952	89.1
953	98.0
954	54.2
955	76.5
956	50.4
957	54.7
958	57.0
959	46.9
960	43.0
961	49.4
962	72.3
963	95.0
964	67.4
965	73.9
